review_type,code,title,va_code,token,detail,decision
crosswalk_disagreement,KA64,Parasitic diseases in the fetus or newborn,VAs-10.99,P35-P39,generated vas_10_99; WHO_2022_VA multiple:vas_10_04|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_04|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KA64.Y,Other specified parasitic diseases in the fetus or newborn,VAs-10.99,P35-P39,generated vas_10_99; WHO_2022_VA multiple:vas_10_04|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_04|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KA64.Z,"Parasitic diseases in the fetus or newborn, unspecified",VAs-10.99,P35-P39,generated vas_10_99; WHO_2022_VA multiple:vas_10_04|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_04|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KA65,Neonatal infections of certain specified sites,VAs-10.99,P35-P39,generated vas_10_99; WHO_2022_VA multiple:vas_10_04|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_04|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KA65.4,Neonatal meningitis,VAs-10.99,P35-P39,generated vas_10_99; WHO_2022_VA multiple:vas_10_04|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_04|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KA65.Y,Neonatal infections of other specified sites,VAs-10.99,P35-P39,generated vas_10_99; WHO_2022_VA multiple:vas_10_04|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_04|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KA6Y,Other specified infections of the fetus or newborn,VAs-10.99,P35-P39,generated vas_10_99; WHO_2022_VA multiple:vas_10_04|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_04|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KA6Z,"Infections of the fetus or newborn, unspecified",VAs-10.99,P35-P39,generated vas_10_99; WHO_2022_VA multiple:vas_10_04|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_04|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB07,Compression of brain in neonate,VAs-10.99,G93.5,generated vas_10_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB20,Intrauterine hypoxia,VAs-10.02,P20-P29,generated vas_10_02; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB20.0,Intrauterine hypoxia first noted before onset of labour,VAs-10.02,P20-P29,generated vas_10_02; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB20.1,Intrauterine hypoxia first noted during labour or delivery,VAs-10.02,P20-P29,generated vas_10_02; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB20.Z,"Intrauterine hypoxia, unspecified",VAs-10.02,P20-P29,generated vas_10_02; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB22,Metabolic acidaemia in newborn,VAs-10.02,P20-P29,generated vas_10_02; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB25,Neonatal tracheitis,VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2A,Apnoea of newborn,VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2A.0,Central neonatal apnoea,VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2A.1,Obstructive neonatal apnoea,VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2A.2,Mixed neonatal apnoea,VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2A.3,"Apnoea of newborn, due to neurologic injury",VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2A.Y,Other specified apnoea of newborn,VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2A.Z,"Apnoea of newborn, unspecified",VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2E,Respiratory arrest of newborn,VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2F,Congenital lung or lobar atelectasis,VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2G,Tracheal haemorrhage of newborn due to airway trauma,VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2H,Acquired vocal cord paralysis in newborn,VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2J,Airway obstruction in the neonate due to airway abnormality,VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2J.0,Hypotonia of hypopharynx in neonate,VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2J.1,Hypopharyngeal mass in neonate,VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2J.2,Tracheo-bronchial malacia in neonate,VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2J.Y,Other specified airway obstruction in the neonate due to airway abnormality,VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2J.Z,"Airway obstruction in the neonate due to airway abnormality, unspecified",VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2K,Pulmonary cysts in newborn,VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2K.0,Acquired pulmonary cysts in newborn,VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2K.Z,"Pulmonary cysts in newborn, unspecified",VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2Y,Other specified respiratory disorders specific to the perinatal or neonatal period,VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KB2Z,"Respiratory disorders specific to the perinatal or neonatal period, unspecified",VAs-10.99,P20-P29,generated vas_10_99; WHO_2022_VA multiple:vas_10_02|vas_10_03|vas_10_99; WHO_2022_VA_2026 ICD-10 multiple:vas_10_02|vas_10_03|vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KC22.1,Cold panniculitis of the newborn,VAs-10.99,M79.3,generated vas_10_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KC23,Neonatal disorders of the oral mucosa,VAs-10.99,K13.7,generated vas_10_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KC24,Neonatal nutritional disorders affecting the skin,VAs-10.99,L99.8,generated vas_10_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KC30,Skin fragility of prematurity,VAs-10.99,R23.4,generated vas_10_99; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KC31,Congenital erosive or vesicular dermatosis healing with reticulated supple scarring,VAs-10.99,L98.8,generated vas_10_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KD30,Birth depression,VAs-99,P90-P96,generated vas_99; WHO_2022_VA multiple:vas_10_99|vas_11_02; WHO_2022_VA_2026 ICD-10 multiple:vas_10_99|vas_11_02,owner decision 5b
crosswalk_disagreement,KD30.2,Birth depression with associated metabolic acidaemia of cord blood,VAs-10.99,P90-P96,generated vas_10_99; WHO_2022_VA multiple:vas_10_99|vas_11_02; WHO_2022_VA_2026 ICD-10 multiple:vas_10_99|vas_11_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KD30.Z,"Birth depression, unspecified",VAs-10.99,P90-P96,generated vas_10_99; WHO_2022_VA multiple:vas_10_99|vas_11_02; WHO_2022_VA_2026 ICD-10 multiple:vas_10_99|vas_11_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KD33,"Jittery baby, not elsewhere classified",VAs-10.99,P90-P96,generated vas_10_99; WHO_2022_VA multiple:vas_10_99|vas_11_02; WHO_2022_VA_2026 ICD-10 multiple:vas_10_99|vas_11_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KD37,Exposure to tobacco smoke in the perinatal period,VAs-10.99,P90-P96,generated vas_10_99; WHO_2022_VA multiple:vas_10_99|vas_11_02; WHO_2022_VA_2026 ICD-10 multiple:vas_10_99|vas_11_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KD38,Meconium staining,VAs-10.99,P90-P96,generated vas_10_99; WHO_2022_VA multiple:vas_10_99|vas_11_02; WHO_2022_VA_2026 ICD-10 multiple:vas_10_99|vas_11_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,KD3B.1,Intrapartum fetal death,VAs-11.01,P95,generated vas_11_01; WHO_2022_VA vas_11_02; WHO_2022_VA_2026 ICD-10 vas_11_02,owner review (digitva-712.6)
crosswalk_disagreement,KD3Y,Other specified disorders originating in the perinatal period,VAs-10.99,P90-P96,generated vas_10_99; WHO_2022_VA multiple:vas_10_99|vas_11_02; WHO_2022_VA_2026 ICD-10 multiple:vas_10_99|vas_11_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LA30.0,Anodontia,VAs-10.06,K00.0,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LA30.1,Hypodontia,VAs-10.06,K00.0,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LA30.2,Oligodontia,VAs-10.06,K00.0,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LA30.3,Hyperdontia,VAs-10.06,K00.1,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LA30.4,Abnormalities of size or form of teeth,VAs-10.06,K00.2,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LA30.5,Anomalies in tooth resorption or loss,VAs-10.06,K08.8,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LA30.50,Early exfoliation of teeth,VAs-10.06,K08.8,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LA30.51,Late exfoliation of teeth,VAs-10.06,K08.8,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LA30.5Y,Other specified anomalies in tooth resorption or loss,VAs-10.06,K08.8,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LA30.5Z,"Anomalies in tooth resorption or loss, unspecified",VAs-10.06,K08.8,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LA30.6,Amelogenesis imperfecta,VAs-10.06,K00.5,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LA30.7,Dentine dysplasia,VAs-10.06,K00.5,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LA30.8,Dentinogenesis imperfecta,VAs-10.06,K00.5,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LA30.9,Odontogenesis imperfecta,VAs-10.06,K00.5,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LA90.00,Hereditary haemorrhagic telangiectasia,VAs-10.06,I78.0,generated vas_10_06; WHO_2022_VA vas_04_99; WHO_2022_VA_2026 ICD-10 vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LB42.3,Tight hymenal ring,VAs-10.06,N89.6,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LB42.5,Stricture or atresia of vagina,VAs-10.06,N89.5,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LC10,Dermal melanocytosis,VAs-10.06,L81.8,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LC52,Complex or combined developmental vascular malformations involving the skin,VAs-10.06,D18.0,generated vas_10_06; WHO_2022_VA vas_02_99; WHO_2022_VA_2026 ICD-10 vas_02_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LD22,Syndromes with dental anomalies as a major feature,VAs-10.06,K07.9,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LD24.22,Cherubism,VAs-10.06,K10.8,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LD27.6,Genetic lipodystrophy,VAs-10.06,E88.1,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LD27.60,Congenital generalised lipodystrophy,VAs-10.06,E88.1,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LD27.6Z,"Genetic lipodystrophy, unspecified",VAs-10.06,E88.1,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LD2A.4,"46,XY disorder of sex development due to androgen resistance",VAs-10.06,E34.5,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LD44.N0,CATCH 22 phenotype,VAs-10.06,D82.1,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,LD90.4,Rett syndrome,VAs-10.06,F84.2,generated vas_10_06; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MA14.11,Anticitrullinated protein antibody negative,VAs-99,M06.0,generated vas_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MA14.1D,Rheumatoid factor negative,VAs-99,M06.0,generated vas_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MA15.0,Bacteraemia,VAs-99,A49.9,generated vas_99; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MB21.12,Transient global amnesia,VAs-99,G45.4,generated vas_99; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MB40.7,Acroparaesthesia,VAs-99,I73.8,generated vas_99; WHO_2022_VA vas_04_99; WHO_2022_VA_2026 ICD-10 vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MB43,Dyssomnia,VAs-98,G47.9,generated vas_98; WHO_2022_VA vas_99; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MB52,Diplegia of lower extremities,VAs-98,R25-R29,generated vas_98; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MB57,Functional level of injury of spinal cord,VAs-98,R25-R29,generated vas_98; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MB57.0,Functional level of injury of cervical spinal cord,VAs-98,R25-R29,generated vas_98; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,MB57.1,Functional level of injury of thoracic spinal cord,VAs-98,R25-R29,generated vas_98; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
